mfcc_mean,mfcc_std,chroma_mean,chroma_std,spectral_centroid_mean,spectral_centroid_std,zero_crossing_rate_mean,zero_crossing_rate_std,tempo,filename
6.0063033,46.06724,0.4608335,0.3023082,2810.0867712562454,971.8035637361625,0.12201261033779309,0.09125068046663586,95.703125,Doomsday.mp3
2.4472578,45.34812,0.43020356,0.28944677,2380.4811786550617,772.5713485633928,0.10288745337761532,0.06320028290341409,151.99908088235293,Kanye West - Power (Audio).mp3
4.456633,51.10401,0.45497805,0.30363923,1893.7852663145873,956.6182955878944,0.06816822507711721,0.06347460204591311,92.28515625,NIKITO Labrae - 01. Isca.mp3
6.3401403,46.55096,0.46899015,0.30197707,2057.9066749453377,1103.8584108758525,0.06591245645923896,0.0587830169662219,89.10290948275862,NIKITO Labrae - 07. Grande Show part DZ021& Souto MC.mp3
4.538654,62.323185,0.44457072,0.31251696,1791.8466596922633,1080.625185762265,0.04998239616266715,0.04701093022242004,95.703125,NIKITO Labrae - Preso Na Janela (Clipe Oficial).mp3
7.227329,49.508923,0.44763803,0.30701688,1876.6306991377787,894.2077446855553,0.04921002413354299,0.04801589926070994,161.4990234375,PUPPET.mp3
3.3982666,36.9354,0.40088785,0.30234256,2679.9238415804034,1085.6346749143358,0.11329626495988318,0.08236015789192491,95.703125,Rapp Snitch Knishes.mp3
8.908432,41.42191,0.38341215,0.30655855,2395.4679217732614,1139.2702333259347,0.095389939890023,0.07709923718041616,117.45383522727273,Ring Ring Ring.mp3
